Server,Profession,Category Name,Category Button ID,Item Name,Item Button ID,Resource 1,Resource 1 Quantity,Resource 2,Resource 2 Quantity,Resource 3,Resource 3 Quantity,Resource 4,Resource 4 Quantity,Resource 5,Resource 5 Quantity
UOAlive,Cooking,Chocolatiering,101,Dark Chocolate Nutcracker,82,Sweet Cocoa Butter,1,Foil Sheet,1,Cocoa Liquor,1,,,,
UOAlive,Cooking,Chocolatiering,101,Milk Chocolate Nutcracker,102,Sweet Cocoa Butter,1,Foil Sheet,1,Cocoa Liquor,1,,,,
UOAlive,Cooking,Chocolatiering,101,White Chocolate Nutcracker,122,Sweet Cocoa Butter,1,Foil Sheet,1,Cocoa Liquor,1,,,,
UOAlive,Cooking,Magical Fish Pies,121,Great Barracuda Pie,2,Great Barricuda Steak,1,Mento Seasoning,1,Zoogi Fungus,1,,,,
UOAlive,Cooking,Magical Fish Pies,121,Giant Koi Pie,22,Mento Seasoning,1,Bowl of Peas,1,Dough,1,,,,
UOAlive,Cooking,Magical Fish Pies,121,Fire Fish Pie,42,Fire Fish Steak,1,Dough,1,Carrot,1,Samuel's Secret Sauce,1,,
UOAlive,Cooking,Magical Fish Pies,121,Stone Crab Pie,62,Stone Crab Meat,1,Dough,1,Head of Cabbage,1,Samuel's Secret Sauce,1,,
UOAlive,Cooking,Magical Fish Pies,121,Blue Lobster Pie,82,Blue Lobster Meat,1,Dough,1,Tribal Berry,1,Samuel's Secret Sauce,1,,
UOAlive,Cooking,Magical Fish Pies,121,Reaper Fish Pie,102,Reaper Fish Steak,1,Dough,1,Pumpkin,1,Samuel's Secret Sauce,1,,
UOAlive,Cooking,Magical Fish Pies,121,Crystal Fish Pie,122,Crystal Fish Steak,1,Dough,1,Apples,1,Samuel's Secret Sauce,1,,
UOAlive,Cooking,Magical Fish Pies,121,Bull Fish Pie,142,Bull Fish Steak,1,Dough,1,Squash,1,Mento Seasoning,1,,
UOAlive,Cooking,Magical Fish Pies,121,Summer Dragonfish Pie,162,Summer Dragonfish Steak,1,Dough,1,Onion,1,Mento Seasoning,1,,
UOAlive,Cooking,Magical Fish Pies,121,Fairy Salmon Pie,182,Fairy Salmon Steak,1,Dough,1,Ear of Corn,1,Dark Truffle,1,,
UOAlive,Cooking,Magical Fish Pies,121,Lava Fish Pie,202,Lava Fish Steak,1,Dough,1,Cheese,1,Dark Truffle,1,,
UOAlive,Cooking,Magical Fish Pies,121,Autumn Dragonfish Pie,222,Autumn Dragonfish Steak,1,Dough,1,Pear,1,Mento Seasoning,1,,
UOAlive,Cooking,Magical Fish Pies,121,Spider Crab Pie,242,Spider Crab Meat,1,Dough,1,Head of Lettuce,1,Mento Seasoning,1,,
UOAlive,Cooking,Magical Fish Pies,121,Yellowtail Barracuda,262,Yellowtail Barracuda Steak,1,Dough,1,Bottle of Wine,1,Mento Seasoning,1,,
UOAlive,Cooking,Magical Fish Pies,121,Holy Mackerel Pie,282,Holy Mackerel Steak,1,Dough,1,Jar of Honey,1,Mento Seasoning,1,,
UOAlive,Cooking,Magical Fish Pies,121,Unicorn Fish Pie,302,Unicorn Fish Steak,1,Dough,1,Fresh Ginger,1,Mento Seasoning,1,,
UOAlive,Cooking,Beverages,141,Coffee,2,Coffee Grounds,1,Water,1,,,,,,
UOAlive,Cooking,Beverages,141,Green Tea,22,Basket of Green Tea,1,Water,1,,,,,,
UOAlive,Cooking,Beverages,141,Hot Cocoa,42,Cocoa Liquor,1,Sack of Sugar,1,Pitcher of Milk,1,,,,
UOAlive,Cooking,Beverages,141,Bottled Water,62,Pitcher of Water,1,,,,,,,,
UOAlive,Cooking,Beverages,141,Pitcher of Lemonade,82,Lemon,1,Sack of Sugar,1,Water,1,,,,
UOAlive,Cooking,Beverages,141,Sparkling Apple Cider,102,Apples,1,Water,1,,,,,,
UOAlive,Cooking,Beverages,141,Non Alcoholic Eggnog,122,Eggs,1,Vanilla,1,Pitcher of Milk,1,,,,
UOAlive,Cooking,Beverages,141,Fruit Juice,142,Apples,1,Pears,1,Banana,1,Water,1,,
UOAlive,Cooking,Beverages,141,Chocolate Milk,162,Cocoa Pulp,1,Pitcher of Milk,1,,,,,,
UOAlive,Cooking,Beverages,141,Lemon-Lime Pop,182,Lemon,1,Lime,1,Fresh Ginseng,1,Sack of Sugar,1,,
UOAlive,Cooking,Beverages,141,Seafoam Refresher,202,Lime,1,Fresh Fertile Dirt,1,Sand,1,Water,1,,
