Server,Profession,Category Name,Category Button ID,Item Name,Item Button ID,Resource 1,Resource 1 Quantity,Resource 2,Resource 2 Quantity,Resource 3,Resource 3 Quantity,Resource 4,Resource 4 Quantity,Resource 5,Resource 5 Quantity
UOAlive,Tinker,Tools,41,tongs,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Curled Metal Sign Hanger,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,End Curled Metal Sign Hanger,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Flourished Metal Sign Hanger,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Gorgon Lens,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Inward Curled Metal Sign Hanger,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Kotl Power Core,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Left Metal Door (E In),,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Left Metal Door (E Out),,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Left Metal Door (S In),,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Left Metal Door (S Out),,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Right Metal Door (E In),,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Right Metal Door (E Out),,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Right Metal Door (S In),,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Right Metal Door (S Out),,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,Ter-Mur style candelabra,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,a scale collar,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,barbed whip,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,bladed whip,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,candelabra,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,communication crystal,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,currency wall safe,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,dragon lamp,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,fancy wind chimes,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,globe,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,heating stand,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,iron key,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,key ring,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,lantern,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,paper lantern,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,round paper lantern,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,scales,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,shoji lantern,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,spiked whip,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,spyglass,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,stained glass lamp,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,tall double lamp,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,weathered bronze archer sculpture,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,weathered bronze fairy sculpture,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,weathered bronze globe sculpture,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,weathered bronze man on a bench,,,,,,,,,,,
UOAlive,Tinker,Miscellaneous,101,wind chimes,,,,,,,,,,,
UOAlive,Tinker,Utensils,81,butcher knife,,,,,,,,,,,
UOAlive,Tinker,Utensils,81,cleaver,,,,,,,,,,,
UOAlive,Tinker,Utensils,81,fork (left),,,,,,,,,,,
UOAlive,Tinker,Utensils,81,fork (right),,,,,,,,,,,
UOAlive,Tinker,Utensils,81,gargish butcher's knife,,,,,,,,,,,
UOAlive,Tinker,Utensils,81,gargish cleaver,,,,,,,,,,,
UOAlive,Tinker,Utensils,81,goblet,,,,,,,,,,,
UOAlive,Tinker,Utensils,81,knife (left),,,,,,,,,,,
UOAlive,Tinker,Utensils,81,knife (right),,,,,,,,,,,
UOAlive,Tinker,Utensils,81,pewter mug,,,,,,,,,,,
UOAlive,Tinker,Utensils,81,plate,,,,,,,,,,,
UOAlive,Tinker,Utensils,81,skinning knife,,,,,,,,,,,
UOAlive,Tinker,Utensils,81,spoon (left),,,,,,,,,,,
UOAlive,Tinker,Utensils,81,spoon (right),,,,,,,,,,,
UOAlive,Tinker,Parts,61,barrel hoops,,,,,,,,,,,
UOAlive,Tinker,Parts,61,barrel tap,42,,,,,,,,,,
UOAlive,Tinker,Parts,61,bola balls,,,,,,,,,,,
UOAlive,Tinker,Parts,61,gears,3,,,,,,,,,,
UOAlive,Tinker,Parts,61,hinge,,,,,,,,,,,
UOAlive,Tinker,Parts,61,jeweled filigree,,,,,,,,,,,
UOAlive,Tinker,Parts,61,springs,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,Kotl Automaton,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,advanced training dummy (east),,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,advanced training dummy (south),,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,arcanic rune stone,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,axle with gears,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,bola,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,clock (left),,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,clock (right),,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,clock parts,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,clockword scorpion assembly,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,distillery (east),,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,distillery (south),,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,hitching post (replica),,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,hitching rope,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,leather wolf assembly,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,oracle of the sea,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,potion keg,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,sextant,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,sextant parts,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,telescope,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,void orb,,,,,,,,,,,
UOAlive,Tinker,Assemblies,121,vollem assembly,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amber bracelet,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amber earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amber necklace (golden),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amber necklace (jewelled),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amber necklace (silver),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amber ring,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amethyst bracelet,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amethyst earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amethyst necklace (golden),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amethyst necklace (jewelled),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amethyst necklace (silver),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,amethyst ring,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,bracelet,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,candied staff,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,citrine bracelet,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,citrine earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,citrine necklace (golden),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,citrine necklace (jewelled),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,citrine necklace (silver),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,citrine ring,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,diamond bracelet,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,diamond earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,diamond necklace (golden),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,diamond necklace (jewelled),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,diamond necklace (silver),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,diamond ring,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,emerald bracelet,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,emerald earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,emerald necklace (golden),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,emerald necklace (jeweled),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,emerald necklace (silver),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,emerald ring,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,gargish bracelet,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,gargish earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,gargish necklace,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,gargish ring,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,krampus minion earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,ring,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,ruby bracelet,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,ruby earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,ruby necklace (golden),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,ruby necklace (jewelled),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,ruby necklace (silver),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,ruby ring,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,sapphire bracelet,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,sapphire earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,sapphire necklace (golden),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,sapphire necklace (jewelled),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,sapphire necklace (silver),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,sapphire ring,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,star sapphire bracelet,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,star sapphire earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,star sapphire necklace (golden),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,star sapphire necklace (jewelled),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,star sapphire necklace (silver),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,star sapphire ring,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,tourmaline bracelet,942,Ingot,2,Tourmaline,1,,,,,,
UOAlive,Tinker,Jewelry,1,tourmaline earrings,,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,tourmaline necklace (golden),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,tourmaline necklace (jewelled),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,tourmaline necklace (silver),,,,,,,,,,,
UOAlive,Tinker,Jewelry,1,tourmaline ring,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,Dr. Spector's lenses,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,Essence of Battle,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,Pendant of the Magi,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,Resilient Bracer,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,blue diamond ring,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,bracelet of primal consumption,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,brilliant amber bracelet,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,dark sapphire bracelet,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,ecru citrine ring,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,fire ruby bracelet,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,perfect emerald ring,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,turquoise ring,,,,,,,,,,,
UOAlive,Tinker,Magic Jewelry,161,white pearl bracelet,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,axle,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,basket,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,bushel,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,clock frame,82,Board,6,,,,,,,,
UOAlive,Tinker,Wooden Items,21,enchanted picnic basket,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,jointing plane,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,moulding planes,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,nunchaku,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,picnic basket,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,ramrod,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,rolling pin,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,round basket,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,small basket,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,small round basket,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,small square basket,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,smoothing plane,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,softened reeds,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,square basket,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,tall basket,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,tall round basket,,,,,,,,,,,
UOAlive,Tinker,Wooden Items,21,winnowing basket,,,,,,,,,,,
UOAlive,Tinker,Traps,141,dart trap,,,,,,,,,,,
UOAlive,Tinker,Traps,141,explosion trap,,,,,,,,,,,
UOAlive,Tinker,Traps,141,poison trap,,,,,,,,,,,
