Server,Profession,Category Name,Category Button ID,Item Name,Item Button ID,Resource 1,Resource 1 Quantity,Resource 2,Resource 2 Quantity,Resource 3,Resource 3 Quantity,Resource 4,Resource 4 Quantity,Resource 5,Resource 5 Quantity
UOAlive,Tailoring,Hats,21,Mage's Hood,462,Yards of Cloth,5,Leather or Hides,5,Void Core,5,,,,
UOAlive,Tailoring,Hats,21,Mage's Hood of Scholarly Insight,502,Yards of Cloth,5,Leather or Hides,5,The Scholar's Halo,1,Void Core,10,,
UOAlive,Tailoring,Hats,21,Orc Mask,302,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Hats,21,Skullcap,2,Yards of Cloth,2,,,,,,,,
UOAlive,Tailoring,Hats,21,Straw Hat,102,Yards of Cloth,10,,,,,,,,
UOAlive,Tailoring,Hats,21,Tall Straw Hat,122,Yards of Cloth,13,,,,,,,,
UOAlive,Tailoring,Hats,21,Tribal Mask A,362,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Hats,21,Tribal Mask B,382,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Hats,21,Tricorne Hat,202,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Hats,21,Wide-Brim Hat,82,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Hats,21,Wizard's Hat,142,Yards of Cloth,15,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Checkered Kilt,722,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Cloak,142,Yards of Cloth,14,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Cloth Ninja Jacket,262,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Doublet,2,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Elven Pants,562,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Elven Robe,582,Yards of Cloth,30,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Elven Shirt A,522,Yards of Cloth,10,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Elven Shirt B,542,Yards of Cloth,10,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Evening Gown,782,Yards of Cloth,18,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Fancy Dress,122,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Fancy Kilt,742,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Fancy Shirt,42,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Female Elven Robe,602,Yards of Cloth,30,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Female Kimono,342,Yards of Cloth,16,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Flowered Dress,762,Yards of Cloth,18,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Formal Shirt,242,Yards of Cloth,16,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Fur Cape,202,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Fur Sarong,462,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Gargish Fancy Robe,662,Yards of Cloth,16,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Gargish Robe,642,Yards of Cloth,16,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Gilded Dress,222,Yards of Cloth,16,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Gilded Kilt,702,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Hakama,482,Yards of Cloth,16,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Hakama-Shita,302,Yards of Cloth,14,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Jester Suit,182,Yards of Cloth,24,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Jin-Baori,362,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Kamishimo,282,Yards of Cloth,15,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Kilt,422,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Long Pants,402,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Male Kimono,322,Yards of Cloth,16,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Plain Dress,102,Yards of Cloth,10,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Robe,162,Yards of Cloth,16,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Robe of Rite,682,Leather or Hides,6,Fire Ruby,1,Gold Dust,5,Abyssal Cloth,6,,
UOAlive,Tailoring,Shirts and Pants,41,Shirt,22,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Short Pants,382,Yards of Cloth,6,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Skirt,442,Yards of Cloth,10,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Surcoat,82,Yards of Cloth,14,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Taattsuke-Hakama,502,Yards of Cloth,16,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Tunic,62,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Shirts and Pants,41,Woodlaand Belt,622,Yards of Cloth,10,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,A Bag,,Yards of Cloth,6,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Backpack,102,Leather or Hides,15,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Body Sash,2,Yards of Cloth,4,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Brocade Goza (East),402,Yards of Cloth,25,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Brocade Goza (South),422,Yards of Cloth,25,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Crimson Dagger Belt,622,Yards of Cloth,5,Leather or Hides,5,Crimson Cincture,1,Lodestone,10,,
UOAlive,Tailoring,Miscellaneous,62,Crimson Mace Belt,582,Yards of Cloth,5,Leather or Hides,5,Crimson Cincture,1,Lodestone,10,,
UOAlive,Tailoring,Miscellaneous,62,Crimson Sword Belt,602,Yards of Cloth,5,Leather or Hides,5,Crimson Cincture,1,Lodestone,10,,
UOAlive,Tailoring,Miscellaneous,62,Dagger Belt,542,Yards of Cloth,5,Leather or Hides,5,Lodestone,5,,,,
UOAlive,Tailoring,Miscellaneous,62,Elegant Collar,562,Yards of Cloth,5,Leather or Hides,5,Fey Wings,5,,,,
UOAlive,Tailoring,Miscellaneous,62,Elegant Collar of Fortune,642,Yards of Cloth,5,Leather or Hides,5,Leurocian's Mempo of Fortune,1,Fey Wings,10,,
UOAlive,Tailoring,Miscellaneous,62,Elven Quiver,142,Leather or Hides,28,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Full Apron,42,Yards of Cloth,10,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Gargish Half Apron,262,Yards of Cloth,6,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Gargish Sash,282,Yards of Cloth,4,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Goza (East),322,Yards of Cloth,25,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Goza (South),342,Yards of Cloth,25,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Half Apron,22,Yards of Cloth,6,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Leather Container Engraving Tool,242,Bones,1,Leather or Hides,6,Spools of Thread,2,Dyes,1,,
UOAlive,Tailoring,Miscellaneous,62,Mace Belt,502,Yards of Cloth,5,Leather or Hides,5,Lodestone,5,,,,
UOAlive,Tailoring,Miscellaneous,62,Obi,122,Yards of Cloth,6,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Oil Cloth,302,Yards of Cloth,1,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Pouch,82,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Quiver of Blight,202,Leather or Hides,28,Blight,10,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Quiver of Fire,162,Leather or Hides,28,Fire Ruby,15,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Quiver of Ice,182,Leather or Hides,28,White Pearl,15,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Quiver of Lightning,222,Leather or Hides,28,Corruption,10,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Square Brocade Goza (East),442,Yards of Cloth,25,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Square Brocade Goza (South),462,Yards of Cloth,25,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Square Goza,482,Yards of Cloth,25,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Square Goza (East),362,Yards of Cloth,25,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Square Goza (South),382,Yards of Cloth,25,,,,,,,,
UOAlive,Tailoring,Miscellaneous,62,Sword Belt,522,Yards of Cloth,5,Leather or Hides,5,Lodestone,5,,,,
UOAlive,Tailoring,Footwear,81,Boots,122,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Footwear,81,Elven Boots,2,Leather or Hides,15,,,,,,,,
UOAlive,Tailoring,Footwear,81,Fur Boots,22,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Footwear,81,Gargish Leather Talons,162,Leather or Hides,6,,,,,,,,
UOAlive,Tailoring,Footwear,81,Jester Shoes,182,Yards of Cloth,6,,,,,,,,
UOAlive,Tailoring,Footwear,81,Krampus Minion Talons,222,Leather or Hides,6,Yards of Cloth,4,,,,,,
UOAlive,Tailoring,Footwear,81,Krampus Minon Boots,202,Leather or Hides,6,Yards of Cloth,4,,,,,,
UOAlive,Tailoring,Footwear,81,Ninja Tabi,42,Yards of Cloth,10,,,,,,,,
UOAlive,Tailoring,Footwear,81,Sandals,82,Leather or Hides,4,,,,,,,,
UOAlive,Tailoring,Footwear,81,Shoes,102,Leather or Hides,6,,,,,,,,
UOAlive,Tailoring,Footwear,81,Thigh Boots,142,Leather or Hides,10,,,,,,,,
UOAlive,Tailoring,Footwear,81,Waraji and Tabi,62,Yards of Cloth,6,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Dragon Turtle Hide Arms,862,Leather or Hides,4,Dragon Turtle Scute,2,,,,,,
UOAlive,Tailoring,Leather Armor,101,Dragon Turtle Hide Chest,802,Leather or Hides,8,Dragon Turtle Scute,2,,,,,,
UOAlive,Tailoring,Leather Armor,101,Dragon Turtle Hide Helm,842,Leather or Hides,2,Dragon Turtle Scute,1,,,,,,
UOAlive,Tailoring,Leather Armor,101,Dragon Turtle Hide Leggings,822,Leather or Hides,8,Dragon Turtle Scute,4,,,,,,
UOAlive,Tailoring,Leather Armor,101,Gargish Leather Arms A,522,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Gargish Leather Arms B,602,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Gargish Leather Chest A,542,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Gargish Leather Chest B,622,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Gargish Leather Kilt A,582,Leather or Hides,6,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Gargish Leather Kilt B,662,Leather or Hides,6,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Gargish Leather Leggings A,562,Leather or Hides,10,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Gargish Leather Leggings B,642,Leather or Hides,10,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Gargish Leather Wing Armor,682,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leaf Arms,422,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leaf Gloves,442,Leather or Hides,10,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leaf Gorget,482,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leaf Leggings,462,Leather or Hides,15,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leaf Tonlet,502,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leaf Tunic,402,Leather or Hides,15,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Cap,82,Leather or Hides,2,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Do,222,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Gloves,102,Leather or Hides,3,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Gorget,62,Leather or Hides,4,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Haidate,282,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Hiro Sode,242,Leather or Hides,5,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Jingasa,182,Leather or Hides,4,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Leggings,142,Leather or Hides,10,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Mempo,202,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Ninja Belt,342,Leather or Hides,5,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Ninja Hood,382,Leather or Hides,14,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Ninja Jacket,322,Leather or Hides,13,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Ninja Mitts,362,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Ninja Pants,302,Leather or Hides,13,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Sleeves,122,Leather or Hides,4,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Sueate,262,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Leather Tunic,162,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Leather Armor,101,Song Woven Mantle,22,Leather or Hides,15,Eye of the Travesty,1,Blight,10,Muculent,10,,
UOAlive,Tailoring,Leather Armor,101,Spell Woven Britches,2,Leather or Hides,15,Eye of the Travesty,1,Putrefaction,10,Scourge,10,,
UOAlive,Tailoring,Leather Armor,101,Stitcher's Mittens,42,Leather or Hides,15,Captured Essence,1,Corruption,10,Taint,10,,
UOAlive,Tailoring,Leather Armor,101,Tiger Pelt Chest,702,Tiger Pelt,4,Leather or Hides,8,,,,,,
UOAlive,Tailoring,Leather Armor,101,Tiger Pelt Collar,782,Tiger Pelt,2,Leather or Hides,1,,,,,,
UOAlive,Tailoring,Leather Armor,101,Tiger Pelt Helm,762,Tiger Pelt,2,Leather or Hides,2,,,,,,
UOAlive,Tailoring,Leather Armor,101,Tiger Pelt Leggings,722,Tiger Pelt,8,Leather or Hides,4,,,,,,
UOAlive,Tailoring,Leather Armor,101,Tiger Pelt Shorts,742,Tiger Pelt,4,Leather or Hides,2,,,,,,
UOAlive,Tailoring,Cloth Armor,121,Gargish Cloth Arms A,2,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Cloth Armor,121,Gargish Cloth Arms B,82,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Cloth Armor,121,Gargish Cloth Chest A,22,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Cloth Armor,121,Gargish Cloth Chest B,102,Yards of Cloth,8,,,,,,,,
UOAlive,Tailoring,Cloth Armor,121,Gargish Cloth Kilt A,62,Yards of Cloth,6,,,,,,,,
UOAlive,Tailoring,Cloth Armor,121,Gargish Cloth Kilt B,142,Yards of Cloth,6,,,,,,,,
UOAlive,Tailoring,Cloth Armor,121,Gargish Cloth Leggings A,42,Yards of Cloth,10,,,,,,,,
UOAlive,Tailoring,Cloth Armor,121,Gargish Cloth Leggings B,122,Yards of Cloth,10,,,,,,,,
UOAlive,Tailoring,Cloth Armor,121,Gargish Cloth Wing Armor,162,Yards of Cloth,12,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Hide Gloves,242,Leather or Hides,10,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Hide Gorget,282,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Hide Pants,262,Leather or Hides,15,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Hide Pauldrons,222,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Hide Tunic,202,Leather or Hides,15,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Studded Do,122,Leather or Hides,14,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Studded Gloves,22,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Studded Gorget,2,Leather or Hides,6,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Studded Haidate,182,Leather or Hides,14,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Studded Hiro Sode,142,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Studded Leggings,62,Leather or Hides,12,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Studded Mempo,102,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Studded Sleeves,42,Leather or Hides,10,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Studded Suneate,162,Leather or Hides,14,,,,,,,,
UOAlive,Tailoring,Studded Armor,141,Studded Tunic,82,Leather or Hides,14,,,,,,,,
UOAlive,Tailoring,Female Armor,161,Dragon Turtle Hide Bustier,182,Leather or Hides,6,Dragon Turtle Scute,3,,,,,,
UOAlive,Tailoring,Female Armor,161,Female Leather Armor,82,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Female Armor,161,Leather Bustier,42,Leather or Hides,6,,,,,,,,
UOAlive,Tailoring,Female Armor,161,Leather Shorts,2,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Female Armor,161,Leather Skirt,22,Leather or Hides,6,,,,,,,,
UOAlive,Tailoring,Female Armor,161,Studded Armor,102,Leather or Hides,10,,,,,,,,
UOAlive,Tailoring,Female Armor,161,Studded Bustier,62,Leather or Hides,8,,,,,,,,
UOAlive,Tailoring,Female Armor,161,Tiger Pelt Bustier,122,Tiger Pelt,3,Leather or Hides,6,,,,,,
UOAlive,Tailoring,Female Armor,161,Tiger Pelt Long Skirt,142,Tiger Pelt,2,Leather or Hides,4,,,,,,
UOAlive,Tailoring,Female Armor,161,Tiger Pelt Skirt,162,Tiger Pelt,2,Leather or Hides,4,,,,,,
UOAlive,Tailoring,Bone Armor,181,Bone Armor,82,Leather or Hides,12,Bones,10,,,,,,
UOAlive,Tailoring,Bone Armor,181,Bone Arms,42,Leather or Hides,8,Bones,4,,,,,,
UOAlive,Tailoring,Bone Armor,181,Bone Gloves,22,Leather or Hides,6,Bones,2,,,,,,
UOAlive,Tailoring,Bone Armor,181,Bone Helmet,2,Leather or Hides,4,Bones,2,,,,,,
UOAlive,Tailoring,Bone Armor,181,Bone Leggings,62,Leather or Hides,10,Bones,6,,,,,,
UOAlive,Tailoring,Bone Armor,181,Cuffs of the Archmage,122,Yards of Cloth,8,Midnight Bracers,1,Blood of the Dark Father,5,Dark Sapphire,4,,
UOAlive,Tailoring,Bone Armor,181,Orc Helm,102,Leather or Hides,6,Bones,4,,,,,,
