Server,Profession,Category Name,Category Button ID,Item Name,Item Button ID,Resource 1,Resource 1 Quantity,Resource 2,Resource 2 Quantity,Resource 3,Resource 3 Quantity,Resource 4,Resource 4 Quantity,Resource 5,Resource 5 Quantity
UOAlive,Carpentry,Other,1,Squirrel Statue (East),422,Boards or Logs,250,,,,,,,,
UOAlive,Carpentry,Other,1,Giant Replica Acorn,442,Boards or Logs,35,,,,,,,,
UOAlive,Carpentry,Other,1,Mounted Dread Horn,462,Boards or Logs,50,Pristine Dread Horn,1,,,,,,
UOAlive,Carpentry,Other,1,Acid Proof Rope,482,Greater Strength Potion,2,Protection,1,Switch,1,,,,
UOAlive,Carpentry,Other,1,Gargish Banner,502,Boards or Logs,50,Cloth,50,,,,,,
UOAlive,Carpentry,Other,1,An Incubator,522,Boards or Logs,100,,,,,,,,
UOAlive,Carpentry,Other,1,A Chicken Coop,542,Boards or Logs,150,,,,,,,,
UOAlive,Carpentry,Other,1,Exodus Summoning Alter,562,Boards or Logs,100,High Quality Granite,10,A Small Piece of Blackrock,1,Nexus Core,1,,
UOAlive,Carpentry,Other,1,Dark Wooden Sign Hanger,582,Boards or Logs,5,,,,,,,,
UOAlive,Carpentry,Other,1,Light Wooden Sign Hanger,602,Boards or Logs,5,,,,,,,,
UOAlive,Carpentry,Furniture,21,Foot Stool,2,Boards or Logs,9,,,,,,,,
UOAlive,Carpentry,Furniture,21,Stool,22,Boards or Logs,9,,,,,,,,
UOAlive,Carpentry,Furniture,21,Straw Chair,42,Boards or Logs,13,,,,,,,,
UOAlive,Carpentry,Furniture,21,Wooden Chair,62,Boards or Logs,13,,,,,,,,
UOAlive,Carpentry,Furniture,21,Vesper-Style Chair,82,Boards or Logs,15,,,,,,,,
UOAlive,Carpentry,Furniture,21,Trinsic-Style Chair,102,Boards or Logs,13,,,,,,,,
UOAlive,Carpentry,Furniture,21,Wooden Bench,122,Boards or Logs,17,,,,,,,,
UOAlive,Carpentry,Furniture,21,Wooden Throne,142,Boards or Logs,17,,,,,,,,
UOAlive,Carpentry,Furniture,21,Magincia-Style Throne,162,Boards or Logs,19,,,,,,,,
UOAlive,Carpentry,Furniture,21,Small Table,182,Boards or Logs,17,,,,,,,,
UOAlive,Carpentry,Furniture,21,Writing Table,202,Boards or Logs,17,,,,,,,,
UOAlive,Carpentry,Furniture,21,Yew-Wood Table,222,Boards or Logs,27,,,,,,,,
UOAlive,Carpentry,Furniture,21,Large Table,242,Boards or Logs,23,,,,,,,,
UOAlive,Carpentry,Furniture,21,Elegant Low Table,262,Boards or Logs,35,,,,,,,,
UOAlive,Carpentry,Furniture,21,Plain Low Table,282,Boards or Logs,35,,,,,,,,
UOAlive,Carpentry,Furniture,21,Ornate Table (South),302,Boards or Logs,60,,,,,,,,
UOAlive,Carpentry,Furniture,21,Ornate Table ((East),322,Boards or Logs,60,,,,,,,,
UOAlive,Carpentry,Furniture,21,Hardwood Table (South),342,Boards or Logs,50,,,,,,,,
UOAlive,Carpentry,Furniture,21,Hardwood Table (East),362,Boards or Logs,50,,,,,,,,
UOAlive,Carpentry,Furniture,21,Elven Podium,382,Boards or Logs,20,,,,,,,,
UOAlive,Carpentry,Furniture,21,Ornate Elven Chair,402,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Furniture,21,Cozy Elven Chair,422,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Furniture,21,Reading Chair,442,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Furniture,21,Ter-Mur Style Chair,462,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Furniture,21,Ter-Mur Style Table,482,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Furniture,21,Upholstered Chair,502,Boards or Logs,40,Cloth,12,,,,,,
UOAlive,Carpentry,Containers,41,Wooden Box,2,Boards or Logs,10,,,,,,,,
UOAlive,Carpentry,Containers,41,Small Crate,22,Boards or Logs,8,,,,,,,,
UOAlive,Carpentry,Containers,41,Medium Crate,42,Boards or Logs,15,,,,,,,,
UOAlive,Carpentry,Containers,41,Large Crate,62,Boards or Logs,18,,,,,,,,
UOAlive,Carpentry,Containers,41,Wooden Chest,82,Boards or Logs,20,,,,,,,,
UOAlive,Carpentry,Containers,41,Wooden Shelf,102,Boards or Logs,25,,,,,,,,
UOAlive,Carpentry,Containers,41,Armoire (Red),122,Boards or Logs,35,,,,,,,,
UOAlive,Carpentry,Containers,41,Armoire,142,Boards or Logs,35,,,,,,,,
UOAlive,Carpentry,Containers,41,Plain Wooden Chest,162,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Containers,41,Orante Wooden Chest,182,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Containers,41,Gilded Wooden Chest,202,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Containers,41,Wooden Footlocker,222,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Containers,41,Finished Wooden Chest,242,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Containers,41,Tall Cabinet,262,Boards or Logs,35,,,,,,,,
UOAlive,Carpentry,Containers,41,Short Cabinet,282,Boards or Logs,35,,,,,,,,
UOAlive,Carpentry,Containers,41,Red Armoire,302,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Containers,41,Elegant Armoire,322,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Containers,41,Maple Armoire,342,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Containers,41,Cherry Armoire,362,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Containers,41,Keg,382,Barrel Staves,3,Barrel Hoops,1,Barrel Lids,1,,,,
UOAlive,Carpentry,Containers,41,Arcane Bookshelf (South),402,Boards or Logs,80,,,,,,,,
UOAlive,Carpentry,Containers,41,Arcane Bookshelf (East),422,Boards or Logs,80,,,,,,,,
UOAlive,Carpentry,Containers,41,Ornate Elven Chest (South),442,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Containers,41,Orante Elven Chest (East),462,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Containers,41,Elven Wash Basin (South),482,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Containers,41,Elven Wash Basin (East),502,Boards or Logs,40,,,,,,,,
UOAlive,Carpentry,Containers,41,Elven Dresser (South),522,Boards or Logs,45,,,,,,,,
UOAlive,Carpentry,Containers,41,Elven Dresser (East),542,Boards or Logs,45,,,,,,,,
UOAlive,Carpentry,Containers,41,Elven Armoire (Fancy),562,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Containers,41,Elven Armoire (Simple),582,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Containers,41,Rarewood Chest,602,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Containers,41,Decorative Box,622,Boards or Logs,25,,,,,,,,
UOAlive,Carpentry,Containers,41,Academic Bookcase,642,Boards or Logs,25,Academic Books,1,,,,,,
UOAlive,Carpentry,Containers,41,Gargish Chest,662,Boards or Logs,30,,,,,,,,
UOAlive,Carpentry,Containers,41,Empty Liquor Barrel,682,Boards or Logs,50,,,,,,,,
UOAlive,Carpentry,Weapons,61,Shepherd's Crook,2,Boards or Logs,7,,,,,,,,
UOAlive,Carpentry,Weapons,61,Quarter Staff,22,Boards or Logs,6,,,,,,,,
UOAlive,Carpentry,Weapons,61,Gnarled Staff,42,Boards or Logs,7,,,,,,,,
UOAlive,Carpentry,Weapons,61,Bokuto,62,Boards or Logs,6,,,,,,,,
UOAlive,Carpentry,Weapons,61,Fukiya,82,Boards or Logs,6,,,,,,,,
UOAlive,Carpentry,Weapons,61,Tetsubo,102,Boards or Logs,10,,,,,,,,
UOAlive,Carpentry,Weapons,61,Wild Staff,122,Boards or Logs,16,,,,,,,,
UOAlive,Carpentry,Weapons,61,Phantom Staff,142,Boards or Logs,16,Diseased Bark,1,Putrefaction,10,Taint,10,,
UOAlive,Carpentry,Weapons,61,Arcanist's Wild Staff,162,Boards or Logs,16,White Pearl,1,,,,,,
UOAlive,Carpentry,Weapons,61,Ancient Wild Staff,182,Boards or Logs,16,Perfect Emerald,1,,,,,,
UOAlive,Carpentry,Weapons,61,Thorned Wild Staff,202,Boards or Logs,16,Fire Ruby,1,,,,,,
UOAlive,Carpentry,Weapons,61,Hardened Wild Staff,222,Boards or Logs,16,Turquoise,1,,,,,,
UOAlive,Carpentry,Weapons,61,Serpentstone Staff,242,Boards or Logs,16,Ecru Citrine,1,,,,,,
UOAlive,Carpentry,Weapons,61,Gargish Gnarled Staff,262,Boards or Logs,16,Ecru Citrine,1,,,,,,
UOAlive,Carpentry,Weapons,61,Club,282,Boards or Logs,9,,,,,,,,
UOAlive,Carpentry,Weapons,61,Black Staff,302,Boards or Logs,9,,,,,,,,
UOAlive,Carpentry,Weapons,61,Kotl Black Rod,322,Boards or Logs,20,Black Moonstone,1,Staff of the Magi,1,,,,
UOAlive,Carpentry,Armor,81,Wooden Shield,2,Boards or Logs,9,,,,,,,,
UOAlive,Carpentry,Armor,81,Woodland Chest,22,Boards or Logs,20,Bark Fragment,6,,,,,,
UOAlive,Carpentry,Armor,81,Woodland Arms,42,Boards or Logs,15,Bark Fragment,4,,,,,,
UOAlive,Carpentry,Armor,81,Woodland Gauntlets,62,Boards or Logs,15,Bark Fragment,4,,,,,,
UOAlive,Carpentry,Armor,81,Woodland Leggings,82,Boards or Logs,15,Bark Fragment,4,,,,,,
UOAlive,Carpentry,Armor,81,Woodland Gorget,102,Boards or Logs,15,Bark Fragment,4,,,,,,
UOAlive,Carpentry,Armor,81,Raven Helm,122,Boards or Logs,10,Bark Fragment,4,Feathers ,25,,,,
UOAlive,Carpentry,Armor,81,Vulture Helm,142,Boards or Logs,10,Bark Fragment,4,Feathers ,25,,,,
UOAlive,Carpentry,Armor,81,Winged Helm,162,Boards or Logs,10,Bark Fragment,4,Feathers ,60,,,,
UOAlive,Carpentry,Armor,81,Ironwood Crown,182,Boards or Logs,10,Diseased Bark,1,Corruption,10,Putrefaction,10,,
UOAlive,Carpentry,Armor,81,Bramble Coat,202,Boards or Logs,10,Diseased Bark,1,Taint,10,Scourge,10,,
UOAlive,Carpentry,Armor,81,Darkwood Crown,222,Boards or Logs,10,Lard of Paroxysmus,1,Blight,10,Taint,10,,
UOAlive,Carpentry,Armor,81,Darkwood Chest,242,Boards or Logs,20,Dread Horn Mane,1,Corruption,10,Muculent,10,,
UOAlive,Carpentry,Armor,81,Darkwood Gorget,262,Boards or Logs,15,Diseased Bark,1,Blight,10,Scourge,10,,
UOAlive,Carpentry,Armor,81,Darkwood Leggings,282,Boards or Logs,15,Grizzled Bones,1,Corruption,10,Putrefaction,10,,
UOAlive,Carpentry,Armor,81,Darkwood Pauldrons,302,Boards or Logs,15,Eye of the Travesty,1,Scourge,10,Taint,10,,
UOAlive,Carpentry,Armor,81,Darkwood Gauntlets,322,Boards or Logs,15,Captured Essence,1,Putrefaction,10,Muculent,10,,
UOAlive,Carpentry,Armor,81,Gargish Wooden Shield,342,Boards or Logs,9,,,,,,,,
UOAlive,Carpentry,Armor,81,Pirate Shield,362,Boards or Logs,12,Ingots,8,,,,,,
UOAlive,Carpentry,Instruments,101,Lap Harp,2,Boards or Logs,20,Cloth,10,,,,,,
UOAlive,Carpentry,Instruments,101,Standing Harp,22,Boards or Logs,35,Cloth,15,,,,,,
UOAlive,Carpentry,Instruments,101,Drum,42,Boards or Logs,20,Cloth,10,,,,,,
UOAlive,Carpentry,Instruments,101,Lute,62,Boards or Logs,25,Cloth,10,,,,,,
UOAlive,Carpentry,Instruments,101,Tambourine,82,Boards or Logs,15,Cloth,10,,,,,,
UOAlive,Carpentry,Instruments,101,Tambourine (Tassel),102,Boards or Logs,15,Cloth,10,,,,,,
UOAlive,Carpentry,Instruments,101,Bamboo Flute,122,Boards or Logs,15,,,,,,,,
UOAlive,Carpentry,Instruments,101,Aud-Char,142,Boards or Logs,35,Stones,3,,,,,,
UOAlive,Carpentry,Instruments,101,Snake Charmer Flute,162,Boards or Logs,15,Luminescent Fungi,3,,,,,,
UOAlive,Carpentry,Instruments,101,Cello,182,Boards or Logs,15,Cloth,5,,,,,,
UOAlive,Carpentry,Instruments,101,Wall Mounted Bell (South),202,Boards or Logs,50,Ingots,50,,,,,,
UOAlive,Carpentry,Instruments,101,Wall Mounted Bell (East),222,Boards or Logs,50,Ingots,50,,,,,,
UOAlive,Carpentry,Instruments,101,Trumpet,242,Boards or Logs,10,Ingots,15,,,,,,
UOAlive,Carpentry,Instruments,101,Cowbell,262,Boards or Logs,10,Ingots,15,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Bulletin Board A,2,Boards or Logs,50,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Bulletin Board B,22,Boards or Logs,50,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Parrot Perch,42,Boards or Logs,100,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Arcane Circle,62,Boards or Logs,100,Blue Diamond,2,Perfect Emerald ,2,Fire Ruby,2,,
UOAlive,Carpentry,Misc. Add-Ons,121,Tall Elven Bed (South),82,Boards or Logs,200,Cloth,100,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Tall Elven Bed (East),102,Boards or Logs,200,Cloth,100,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Elven Bed (South),122,Boards or Logs,100,Cloth,100,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Elven Bed (East),142,Boards or Logs,100,Cloth,100,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Elven Loveseat (East),162,Boards or Logs,50,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Elven Loveseat (South),182,Boards or Logs,50,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Alchemist Table (South),202,Boards or Logs,70,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Alchemist Table (East),222,Boards or Logs,70,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Small Bed (South),242,Boards or Logs,100,Cloth,100,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Small Bed (East),262,Boards or Logs,100,Cloth,100,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Large Bed (South),282,Boards or Logs,150,Cloth,150,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Large Bed (East),302,Boards or Logs,150,Cloth,150,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Dartboard (South),322,Boards or Logs,5,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Dartboard (East),342,Boards or Logs,5,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Ballot Box,362,Boards or Logs,5,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Pentagram,382,Boards or Logs,100,Ingots,40,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Abbatoir,402,Boards or Logs,100,Ingots,40,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Gargish Couch (East),422,Boards or Logs,75,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Gargish Couch (South),442,Boards or Logs,75,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Gargish Short Table,462,Boards or Logs,60,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Long Table (South),482,Boards or Logs,80,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Long Table (East),502,Boards or Logs,80,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Ter-Mur Style Dresser (East),522,Boards or Logs,60,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Ter-Mur Style Dresser (South),542,Boards or Logs,60,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Rustic Bench (South),562,Boards or Logs,35,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Rustic Bench (East),582,Boards or Logs,35,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Plain Wooden Shelf (South),602,Boards or Logs,15,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Plain Wooden Shelf (East),622,Boards or Logs,15,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Fancy Wooden Shelf (South),642,Boards or Logs,15,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Fancy Wooden Shelf (East),662,Boards or Logs,15,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Fancy Loveseat (South),682,Boards or Logs,80,Cloth,24,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Fancy Loveseat (East),702,Boards or Logs,80,Cloth,24,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Plush Loveseat (South),722,Boards or Logs,80,Cloth,24,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Plush Loveseat (East),742,Boards or Logs,80,Cloth,24,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Plant Tapestry (South),762,Boards or Logs,12,Cloth,50,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Plant Tapestry (East),782,Boards or Logs,12,Cloth,50,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Metal Table (South),802,Boards or Logs,20,Ingots,15,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Metal Table (East),822,Boards or Logs,20,Ingots,15,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Long Metal Table (South),842,Boards or Logs,40,Ingots,30,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Long Metal Table (East),862,Boards or Logs,40,Ingots,30,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Wooden Table (South),882,Boards or Logs,20,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Wooden Table (East),902,Boards or Logs,20,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Long Wooden Table (South),922,Boards or Logs,80,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Long Wooden Table (East),942,Boards or Logs,80,,,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Small Display Case (South),962,Boards or Logs,40,Ingots,10,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Small Display Case (East),982,Boards or Logs,40,Ingots,10,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Fancy Loveseat (North),1002,Boards or Logs,80,Cloth,48,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Fancy Loveseat (West),1022,Boards or Logs,80,Cloth,48,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Fancy Couch (North),1042,Boards or Logs,80,Cloth,48,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Fancy Couch (West),1062,Boards or Logs,80,Cloth,48,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Fancy Couch (South),1082,Boards or Logs,80,Cloth,48,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Fancy Couch (East),1102,Boards or Logs,80,Cloth,48,,,,,,
UOAlive,Carpentry,Misc. Add-Ons,121,Small Elegant Aquarium ,1122,Boards or Logs,20,Workable Glass,2,Sand,5,Live Rock,1,,
UOAlive,Carpentry,Misc. Add-Ons,121,Wall Mounted Aquarium,1142,Boards or Logs,50,Workable Glass,4,Sand,10,Live Rock,3,,
UOAlive,Carpentry,Misc. Add-Ons,121,Large Elegant Aquarium ,1162,Boards or Logs,100,Workable Glass,8,Sand,20,Live Rock,5,,
UOAlive,Carpentry,Tailoring and Cooking,141,Dressform (Front),2,Boards or Logs,25,Cloth,10,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Dressform (side),22,Boards or Logs,25,Cloth,10,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Elven Spinning Wheel (East),42,Boards or Logs,60,Cloth,40,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Elven Spinning Wheel (South),62,Boards or Logs,60,Cloth,40,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Elven Oven (South),82,Boards or Logs,80,,,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Elven Oven (East),102,Boards or Logs,80,,,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Spinning Wheel (East),122,Boards or Logs,75,Cloth,25,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Spinning Wheel (South),142,Boards or Logs,75,Cloth,25,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Loom (East),162,Boards or Logs,85,Cloth,25,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Loom (South),182,Boards or Logs,85,Cloth,25,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Stone Oven (East),202,Boards or Logs,85,Ingots,125,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Stone Oven (South),222,Boards or Logs,85,Ingots,125,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Flour Mill (East),242,Boards or Logs,100,Ingots,50,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Flour Mill (South),262,Boards or Logs,100,Ingots,50,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Water Trough (East),282,Boards or Logs,150,,,,,,,,
UOAlive,Carpentry,Tailoring and Cooking,141,Water Trough (South),302,Boards or Logs,150,,,,,,,,
UOAlive,Carpentry,Anvils and Forges,161,Elven Forge,2,Boards or Logs,200,,,,,,,,
UOAlive,Carpentry,Anvils and Forges,161,Soulforge,22,Boards or Logs,150,Ingots,150,Relic Fragment,1,,,,
UOAlive,Carpentry,Anvils and Forges,161,Small Forge,42,Boards or Logs,5,Ingots,75,,,,,,
UOAlive,Carpentry,Anvils and Forges,161,Large Forge (East),62,Boards or Logs,5,Ingots,100,,,,,,
UOAlive,Carpentry,Anvils and Forges,161,Large Forge (South),82,Boards or Logs,5,Ingots,100,,,,,,
UOAlive,Carpentry,Anvils and Forges,161,Anvil (East),102,Boards or Logs,5,Ingots,150,,,,,,
UOAlive,Carpentry,Anvils and Forges,161,Anvil (South),122,Boards or Logs,5,Ingots,150,,,,,,
UOAlive,Carpentry,Training,181,Training Dummy (East),2,Boards or Logs,55,Cloth ,60,,,,,,
UOAlive,Carpentry,Training,181,Training Dummy (South),22,Boards or Logs,55,Cloth ,60,,,,,,
UOAlive,Carpentry,Training,181,Pickpocket Dip (East),42,Boards or Logs,65,,60,,,,,,
UOAlive,Carpentry,Training,181,Pickpocket Dip (South),62,Boards or Logs,65,,60,,,,,,
